-0.006999999999999999	-0.819	1.649	0	0	-1.571
-0.017499999999999998	-0.819	1.649	0	0	-1.571
-0.027999999999999997	-0.819	1.649	0	0	-1.571
-0.0385	-0.819	1.649	0	0	-1.571
-0.049	-0.819	1.649	0	0	-1.571
-0.0595	-0.819	1.649	0	0	-1.571
-0.06999999999999999	-0.819	1.649	0	0	-1.571
-0.0805	-0.819	1.649	0	0	-1.571
-0.091	-0.819	1.649	0	0	-1.571
-0.10149999999999999	-0.819	1.649	0	0	-1.571
-0.11199999999999999	-0.819	1.649	0	0	-1.571
-0.12249999999999998	-0.819	1.649	0	0	-1.571
-0.13299999999999998	-0.819	1.649	0	0	-1.571
-0.1435	-0.819	1.649	0	0	-1.571
-0.154	-0.819	1.649	0	0	-1.571
-0.16449999999999998	-0.819	1.649	0	0	-1.571
-0.175	-0.819	1.649	0	0	-1.571
-0.1855	-0.819	1.649	0	0	-1.571
-0.196	-0.819	1.649	0	0	-1.571
-0.2065	-0.819	1.649	0	0	-1.571
-0.217	-0.819	1.649	0	0	-1.571
-0.22749999999999998	-0.819	1.649	0	0	-1.571
-0.238	-0.819	1.649	0	0	-1.571
-0.24849999999999997	-0.819	1.649	0	0	-1.571
-0.259	-0.819	1.649	0	0	-1.571
-0.26949999999999996	-0.819	1.649	0	0	-1.571
-0.27999999999999997	-0.819	1.649	0	0	-1.571
-0.2905	-0.819	1.649	0	0	-1.571
-0.301	-0.819	1.649	0	0	-1.571
-0.3115	-0.819	1.649	0	0	-1.571
-0.322	-0.819	1.649	0	0	-1.571
-0.33249999999999996	-0.819	1.649	0	0	-1.571
-0.34299999999999997	-0.819	1.649	0	0	-1.571
-0.35	-0.819	1.649	0	0.01	-1.571
-0.35	-0.819	1.649	0	0.04	-1.571
-0.35	-0.819	1.649	0	0.07	-1.571
-0.35	-0.819	1.649	0	0.1	-1.571
-0.35	-0.819	1.649	0	0.13	-1.571
-0.35	-0.819	1.649	0	0.16	-1.571
-0.35	-0.819	1.649	0	0.19	-1.571
-0.35	-0.819	1.649	0	0.22	-1.571
-0.35	-0.819	1.649	0	0.25	-1.571
-0.35	-0.819	1.649	0	0.28	-1.571
-0.35	-0.819	1.649	0	0.31	-1.571
-0.35	-0.819	1.649	0	0.34	-1.571
-0.35	-0.819	1.649	0	0.37	-1.571
-0.35	-0.819	1.649	0	0.40	-1.571
-0.35	-0.819	1.649	0	0.43	-1.571
-0.35	-0.819	1.649	0	0.46	-1.571
-0.35	-0.819	1.649	0	0.49	-1.571
-0.35	-0.819	1.649	0	0.52	-1.571
-0.35	-0.819	1.649	0	0.55	-1.571
-0.35	-0.819	1.649	0	0.58	-1.571
-0.35	-0.819	1.649	0	0.61	-1.571
-0.35	-0.819	1.649	0	0.64	-1.571
-0.35	-0.819	1.649	0	0.67	-1.571
-0.35	-0.819	1.649	0	0.70	-1.571
-0.35	-0.819	1.649	0	0.73	-1.571
-0.35	-0.819	1.649	0	0.76	-1.571
-0.35	-0.819	1.649	0	0.79	-1.571
-0.35	-0.819	1.649	0	0.82	-1.571
-0.35	-0.819	1.649	0	0.85	-1.571
-0.35	-0.819	1.649	0	0.88	-1.571
-0.35	-0.819	1.649	0	0.91	-1.571
-0.35	-0.819	1.649	0	0.94	-1.571
-0.35	-0.819	1.649	0	0.97	-1.571
-0.35	-0.819	1.649	0	1	-1.571
-0.33949999999999997	-0.819	1.6535	0	1	-1.571
-0.32899999999999996	-0.819	1.658	0	1	-1.571
-0.3185	-0.819	1.6625	0	1	-1.571
-0.308	-0.819	1.667	0	1	-1.571
-0.2975	-0.819	1.6715	0	1	-1.571
-0.287	-0.819	1.676	0	1	-1.571
-0.27649999999999997	-0.819	1.6805	0	1	-1.571
-0.266	-0.819	1.685	0	1	-1.571
-0.25549999999999995	-0.819	1.6895	0	1	-1.571
-0.245	-0.819	1.694	0	1	-1.571
-0.2345	-0.819	1.6985	0	1	-1.571
-0.22399999999999998	-0.819	1.703	0	1	-1.571
-0.2135	-0.819	1.7075	0	1	-1.571
